City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
103,Qaanaaq,GL,77.484,-69.3632,30.72,77,0,2.93,clear sky
104,Tsaratanana,MG,-16.7833,47.65,68.0,75,100,6.89,overcast clouds
105,Synya,RU,65.3718,58.0387,44.8,58,1,4.03,clear sky
106,San Jose,US,37.3394,-121.895,81.68,59,75,12.66,broken clouds
107,Lata,PT,40.1629,-8.3327,53.13,95,35,1.59,scattered clouds
108,Drumnadrochit,GB,57.3344,-4.4799,52.63,96,59,1.36,broken clouds
109,Chapais,CA,49.7834,-74.8492,55.18,94,100,3.65,overcast clouds
110,Cangucu,BR,-31.395,-52.6756,56.41,99,100,2.39,overcast clouds
111,Cidreira,BR,-30.1811,-50.2056,62.19,96,100,9.26,overcast clouds
112,Thessalon,CA,46.2501,-83.5666,62.89,91,64,3.2,broken clouds
113,Vestmannaeyjar,IS,63.4427,-20.2734,49.78,95,100,13.53,light rain
114,Sur,OM,22.5667,59.5289,85.89,54,0,9.35,clear sky
115,Monrovia,LR,6.3005,-10.7969,78.91,83,100,6.49,overcast clouds
116,Mitsamiouli,KM,-11.3847,43.2844,78.06,73,55,13.15,light rain
117,Dudinka,RU,69.4058,86.1778,29.62,67,7,8.59,clear sky
118,Faanui,PF,-16.4833,-151.75,79.43,77,73,14.29,broken clouds
119,Buraydah,SA,26.326,43.975,82.85,8,14,4.85,few clouds
120,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.51,97,46,2.39,scattered clouds
121,Prince Rupert,CA,54.3161,-130.3201,58.69,87,100,4.61,overcast clouds
122,Butaritari,KI,3.0707,172.7902,81.59,73,75,12.33,broken clouds
123,Ovalle,CL,-30.5983,-71.2003,61.14,45,73,2.06,broken clouds
124,Ostrovnoy,RU,68.0531,39.5131,52.88,86,99,3.71,overcast clouds
125,Mount Isa,AU,-20.7333,139.5,64.17,63,75,8.05,broken clouds
126,Roura,GF,4.7263,-52.3274,78.71,83,75,9.22,broken clouds
127,Sivaki,RU,52.6333,126.75,64.45,48,35,7.05,scattered clouds
128,Severo-Kurilsk,RU,50.6789,156.125,45.73,80,77,5.17,broken clouds
129,Puerto Ayora,EC,-0.7393,-90.3518,75.16,90,97,7.0,overcast clouds
130,Nalut,LY,30.3333,10.85,82.4,24,0,9.4,clear sky
131,Coahuayana,MX,18.7333,-103.6833,84.54,63,59,5.97,broken clouds
132,Namibe,AO,-15.1961,12.1522,72.48,48,53,3.51,broken clouds
133,Mana,GF,5.6592,-53.7767,77.4,89,66,9.93,moderate rain
134,Garmisch-Partenkirchen,DE,47.4921,11.0958,57.54,91,100,6.13,overcast clouds
135,Buala,SB,-8.145,159.5921,83.1,75,93,9.69,light rain
136,Hilo,US,19.7297,-155.09,88.29,80,100,4.61,overcast clouds
137,Balikpapan,ID,-1.2675,116.8289,76.19,100,40,2.3,scattered clouds
138,Olean,US,42.0776,-78.4297,72.28,34,100,0.0,overcast clouds
139,Talnakh,RU,69.4865,88.3972,29.21,75,29,1.81,scattered clouds
140,Pevek,RU,69.7008,170.3133,33.01,80,48,7.67,scattered clouds
141,Dingle,PH,10.9995,122.6711,78.19,86,100,1.14,overcast clouds
142,Conchal,BR,-22.3303,-47.1725,66.36,69,42,2.59,scattered clouds
143,Te Anau,NZ,-45.4167,167.7167,48.56,86,30,2.01,scattered clouds
144,Saldanha,ZA,-33.0117,17.9442,57.25,40,2,7.92,clear sky
145,Kupang,ID,-10.1667,123.5833,77.65,83,38,5.97,scattered clouds
146,Khatanga,RU,71.9667,102.5,28.99,85,91,6.2,overcast clouds
147,Cayenne,GF,4.9333,-52.3333,80.1,1,75,10.0,broken clouds
148,Bani,DO,18.2833,-70.3333,85.44,74,99,7.2,overcast clouds
149,Holguin,CU,20.8872,-76.2631,87.3,58,75,18.41,broken clouds
150,Norman Wells,CA,65.282,-126.8329,48.24,57,75,4.61,broken clouds
151,Luderitz,NA,-26.6481,15.1594,69.39,27,59,9.69,broken clouds
152,Hambantota,LK,6.1241,81.1185,78.08,85,93,16.62,moderate rain
153,Mocuba,MZ,-16.8392,36.9856,61.68,99,23,4.72,few clouds
154,Lagoa,PT,39.05,-27.9833,63.93,94,99,16.69,overcast clouds
155,Taranagar,IN,28.6709,75.0351,86.67,17,1,12.15,clear sky
156,Micheweni,TZ,-4.9667,39.8333,73.9,93,100,18.19,moderate rain
157,Maun,BW,-19.9833,23.4167,57.16,47,0,9.22,clear sky
158,Barrow,US,71.2906,-156.7887,26.62,86,100,20.71,overcast clouds
159,Sisimiut,GL,66.9395,-53.6735,47.64,35,11,20.38,few clouds
160,Victoria,HK,22.2855,114.1577,86.18,87,97,8.99,overcast clouds
161,East London,ZA,-33.0153,27.9116,60.96,77,35,11.21,scattered clouds
162,Portland,US,45.5234,-122.6762,67.55,77,75,17.27,broken clouds
163,Pacific Grove,US,36.6177,-121.9166,76.68,79,40,12.66,scattered clouds
164,Pochutla,MX,15.7432,-96.4661,85.82,71,98,7.27,overcast clouds
165,Myitkyina,MM,25.3833,97.4,73.4,99,89,0.6,moderate rain
166,Cockburn Town,TC,21.4612,-71.1419,84.16,70,75,9.22,broken clouds
167,Saint Leonard,CA,47.173,-67.9247,55.58,95,99,5.19,overcast clouds
168,Hervey Bay,AU,-25.2986,152.8535,65.01,96,96,14.0,light rain
169,Hamilton,US,39.1834,-84.5333,83.17,43,40,8.05,scattered clouds
170,Turmalina,BR,-17.2856,-42.73,56.21,85,35,3.22,scattered clouds
171,Broken Hill,AU,-31.95,141.4333,45.91,75,2,11.16,clear sky
172,Tual,ID,-5.6667,132.75,82.29,76,38,9.95,scattered clouds
173,Svetlogorsk,BY,52.6333,29.7333,51.4,83,11,4.52,few clouds
174,Bataipora,BR,-22.2953,-53.2711,71.04,64,77,5.77,broken clouds
175,Soubre,CI,5.7856,-6.6083,72.84,99,100,2.13,overcast clouds
176,Upernavik,GL,72.7868,-56.1549,31.26,74,0,10.42,clear sky
177,Yorosso,ML,12.3536,-4.7761,90.68,21,75,2.89,broken clouds
178,Labytnangi,RU,66.6572,66.4183,41.65,46,87,0.94,overcast clouds
179,Abasolo,MX,20.45,-101.5167,87.53,20,64,6.62,broken clouds
180,Coihaique,CL,-45.5752,-72.0662,46.35,61,100,6.91,light rain
181,Georgetown,MY,5.4112,100.3354,78.73,93,20,2.3,few clouds
182,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.31,56,48,8.99,scattered clouds
183,Port Elizabeth,ZA,-33.918,25.5701,56.32,89,0,5.75,clear sky
184,Urumqi,CN,43.801,87.6005,61.75,45,0,2.24,clear sky
185,Teberda,RU,43.4456,41.7448,54.72,85,76,4.88,broken clouds
186,Ust-Tsilma,RU,65.441,52.1498,51.73,44,6,7.43,clear sky
187,Am Timan,TD,11.0297,20.2827,83.68,54,74,8.9,broken clouds
188,Annau,TM,37.8876,58.516,71.1,43,0,0.0,clear sky
189,Andilamena,MG,-17.0167,48.5833,57.4,96,94,4.38,overcast clouds
190,Merauke,ID,-8.4667,140.3333,78.35,81,88,2.98,overcast clouds
191,Niksic,ME,42.7731,18.9445,69.67,82,81,2.98,broken clouds
192,Usogorsk,RU,63.4106,48.6872,48.22,95,22,3.06,few clouds
193,Caxito,AO,-8.5785,13.6643,67.14,95,82,2.59,broken clouds
194,Palmerston,AU,-12.486,130.9833,78.93,93,20,4.61,few clouds
195,Gongzhuling,CN,43.5008,124.8198,59.07,83,89,7.58,overcast clouds
196,Haines Junction,CA,60.7522,-137.5108,57.15,77,100,2.3,overcast clouds
197,Qaqortoq,GL,60.7167,-46.0333,45.14,61,100,4.7,overcast clouds
198,Salalah,OM,17.0151,54.0924,84.29,79,75,8.05,broken clouds
199,Itanhem,BR,-17.1664,-40.33,61.09,79,71,3.71,broken clouds
200,Vanimo,PG,-2.6741,141.3028,80.11,78,95,4.68,overcast clouds
201,Naze,JP,28.3667,129.4833,74.32,85,100,25.77,heavy intensity rain
202,Lesozavodsk,RU,45.4794,133.4244,56.91,51,72,7.45,broken clouds
203,San Patricio,US,28.017,-97.5169,96.19,51,0,17.31,clear sky
204,Kautokeino,NO,69.0125,23.0412,41.61,67,46,11.16,scattered clouds
205,Lavrentiya,RU,65.5833,-171.0,41.16,69,95,2.66,overcast clouds
206,Iqaluit,CA,63.7506,-68.5145,55.13,44,0,13.8,clear sky
207,Thompson,CA,55.7435,-97.8558,62.76,48,40,5.75,scattered clouds
208,Iquique,CL,-20.2208,-70.1431,62.64,88,100,8.37,overcast clouds
209,Havoysund,NO,70.9963,24.6622,44.83,79,98,23.35,overcast clouds
210,Viedma,AR,-40.8135,-62.9967,53.06,55,4,14.14,clear sky
211,Ilulissat,GL,69.2167,-51.1,42.82,42,7,21.85,clear sky
212,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.23,87,48,2.86,moderate rain
213,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,23.02,scattered clouds
214,Aktau,KZ,43.65,51.2,68.58,44,73,3.98,broken clouds
215,Lorengau,PG,-2.0226,147.2712,83.03,66,6,5.06,clear sky
216,Sangar,RU,63.9242,127.4739,68.81,52,23,0.76,few clouds
217,Fort Frances,CA,48.5999,-93.4003,61.02,57,100,13.8,overcast clouds
218,Lubango,AO,-14.9172,13.4925,53.22,42,31,5.57,scattered clouds
219,Adrar,MR,20.5022,-10.0711,90.84,16,98,14.16,overcast clouds
220,Upata,VE,8.0086,-62.3989,73.18,96,78,1.21,broken clouds
221,Waidhofen,DE,48.5833,11.3333,61.63,94,75,4.61,broken clouds
222,Heishan,CN,41.6892,122.1128,59.67,70,86,5.61,overcast clouds
223,Kununurra,AU,-15.7667,128.7333,80.58,69,56,5.75,broken clouds
224,Shimoda,JP,34.6667,138.95,62.1,94,100,16.62,moderate rain
225,Morden,CA,49.1919,-98.1014,63.03,39,87,12.66,overcast clouds
226,Tasiilaq,GL,65.6145,-37.6368,44.76,57,13,4.16,few clouds
227,Guerrero Negro,MX,27.9769,-114.0611,68.23,68,6,23.51,clear sky
228,Yaring,TH,6.8662,101.3689,76.5,88,80,4.52,broken clouds
229,Pabrade,LT,55.0,25.7833,56.17,92,28,1.54,scattered clouds
230,Tiksi,RU,71.6872,128.8694,46.08,73,64,4.41,broken clouds
231,Touros,BR,-5.1989,-35.4608,78.19,79,94,13.0,moderate rain
232,Wellington,NZ,-41.2866,174.7756,58.06,85,75,18.41,broken clouds
233,Kodiak,US,57.79,-152.4072,56.71,72,75,12.66,broken clouds
234,Gorgan,IR,36.8387,54.4348,73.36,60,0,6.91,clear sky
235,Paamiut,GL,61.994,-49.6678,40.96,77,0,6.73,clear sky
236,Gijon,ES,43.5357,-5.6615,62.46,83,100,1.77,overcast clouds
237,Parnamirim,BR,-5.9156,-35.2628,78.69,94,75,10.36,broken clouds
238,Nicoya,CR,10.1483,-85.452,79.27,85,99,4.25,overcast clouds
239,Tevaitoa,PF,-16.7833,-151.5,79.45,76,88,14.76,light rain
240,Perry,US,37.2506,-83.1999,81.32,64,59,2.21,broken clouds
241,Coquimbo,CL,-29.9533,-71.3436,58.73,72,0,8.05,clear sky
242,Geraldton,AU,-28.7667,114.6,48.61,71,2,14.97,clear sky
243,Laguna,US,38.421,-121.4238,81.14,58,100,9.22,overcast clouds
244,Partizanskoye,RU,55.5006,94.39,44.8,85,100,3.27,overcast clouds
245,Codrington,AU,-38.2667,141.9667,49.23,72,85,16.55,overcast clouds
246,Srandakan,ID,-7.9386,110.2506,75.81,90,86,3.53,overcast clouds
247,Yar-Sale,RU,66.8333,70.8333,38.28,49,76,3.06,broken clouds
248,Klaksvik,FO,62.2266,-6.589,50.92,89,100,11.07,overcast clouds
249,College,US,64.8569,-147.8028,74.28,19,20,12.66,few clouds
250,Ukiah,US,39.1502,-123.2078,76.44,63,20,6.91,few clouds
251,Kuching,MY,1.55,110.3333,77.22,94,20,3.0,few clouds
252,Alice Springs,AU,-23.7,133.8833,45.95,87,2,0.0,clear sky
253,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,20,19.57,few clouds
254,Imeni Poliny Osipenko,RU,52.4201,136.4853,61.41,58,41,4.16,scattered clouds
255,Fort Nelson,CA,58.8053,-122.7002,60.39,63,100,5.75,overcast clouds
256,Warrnambool,AU,-38.3833,142.4833,50.81,73,97,18.61,overcast clouds
257,Agadez,NE,19.75,10.25,88.03,8,0,7.11,clear sky
258,Itarema,BR,-2.9248,-39.9167,76.66,86,41,10.31,scattered clouds
259,Haapsalu,EE,58.9431,23.5414,50.99,82,44,7.85,scattered clouds
260,Husavik,IS,66.0449,-17.3389,41.67,66,79,18.41,broken clouds
261,Buin,CL,-33.7333,-70.75,62.92,60,18,1.59,few clouds
262,Provideniya,RU,64.3833,-173.3,41.36,75,0,8.99,clear sky
263,Beringovskiy,RU,63.05,179.3167,48.18,63,98,6.38,overcast clouds
264,Opuwo,NA,-18.0607,13.84,57.7,38,100,10.11,overcast clouds
265,Inhambane,MZ,-23.865,35.3833,67.66,84,56,11.83,light rain
266,Kyabe,TD,9.4515,18.9449,78.06,68,67,4.03,broken clouds
267,Russell,US,32.3502,-85.1999,85.6,54,0,5.75,clear sky
268,Muros,ES,42.7762,-9.0603,60.84,82,97,8.37,overcast clouds
269,Hun,LY,29.1268,15.9477,79.11,36,0,3.0,clear sky
270,Nara,JP,34.6851,135.8049,65.97,87,100,16.37,overcast clouds
271,Sao Filipe,CV,14.8961,-24.4956,75.83,73,2,10.54,clear sky
272,Erenhot,CN,43.6475,111.9767,53.42,58,48,10.33,scattered clouds
273,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,84,100,18.41,overcast clouds
274,Ulvik,NO,60.5672,6.9187,55.27,68,81,3.85,broken clouds
275,Goianira,BR,-16.4961,-49.4264,76.82,52,4,5.86,clear sky
276,Narsaq,GL,60.9167,-46.05,49.93,53,100,3.06,overcast clouds
277,Prince George,CA,53.9166,-122.753,61.25,74,100,13.8,overcast clouds
278,North Bend,US,43.4065,-124.2243,65.91,85,100,14.97,overcast clouds
279,Sungairaya,ID,0.7,108.9,76.26,90,100,5.75,overcast clouds
280,Benguela,AO,-12.5763,13.4055,73.49,58,37,4.43,scattered clouds
281,Ponta Delgada,PT,37.7333,-25.6667,69.49,94,40,3.44,scattered clouds
282,Vao,NC,-22.6667,167.4833,73.29,71,21,7.63,few clouds
283,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.99,95,78,2.04,broken clouds
284,Yura,PE,-16.2522,-71.6797,57.72,33,40,3.44,scattered clouds
285,Sargatskoye,RU,55.6101,73.4972,38.12,88,19,7.27,few clouds
286,Meulaboh,ID,4.1363,96.1285,75.94,90,99,2.84,overcast clouds
287,Tangier,MA,35.7806,-5.8137,67.35,100,0,3.44,clear sky
288,Perelyub,RU,51.8667,50.3667,62.74,67,94,9.75,overcast clouds
289,Inta,RU,66.0317,60.1659,45.9,56,59,7.67,broken clouds
290,Darab,IR,28.7519,54.5444,79.54,14,1,9.69,clear sky
291,Bulgan,MN,48.8125,103.5347,54.91,56,100,5.32,overcast clouds
292,Cabo San Lucas,MX,22.8909,-109.9124,90.61,58,2,12.84,clear sky
293,Rio Grande,BR,-32.035,-52.0986,60.91,95,99,4.72,overcast clouds
294,Dergachi,RU,51.2328,48.7659,62.85,84,100,5.17,light rain
295,Aranos,NA,-24.1333,19.1167,52.95,32,100,10.25,overcast clouds
296,Orcopampa,PE,-15.2661,-72.3417,46.18,63,79,7.78,broken clouds
297,Ladnun,IN,27.65,74.3833,85.93,25,4,16.51,clear sky
298,Nyurba,RU,63.2842,118.3319,62.96,85,98,2.91,overcast clouds
299,Vardo,NO,70.3705,31.1107,42.78,87,100,16.11,overcast clouds
300,Palmer,US,42.1584,-72.3287,74.8,40,40,8.05,scattered clouds
301,Zhigansk,RU,66.7697,123.3711,61.61,47,92,5.12,overcast clouds
302,Asau,RO,46.4333,26.4,58.95,94,99,3.87,overcast clouds
303,Radyvyliv,UA,50.1299,25.2558,53.83,94,0,4.83,clear sky
304,Saint Anthony,US,45.0205,-93.218,74.05,63,0,13.8,clear sky
305,Dubbo,AU,-32.25,148.6167,46.53,81,40,13.8,scattered clouds
306,Caracollo,PE,-14.9165,-70.6603,49.08,51,100,4.36,overcast clouds
307,Pangai,TO,-19.8,-174.35,82.51,74,40,10.36,scattered clouds
308,Beterou,BJ,9.1992,2.2586,74.75,87,71,4.41,broken clouds
309,Muisne,EC,0.6,-80.0333,75.33,81,84,9.42,broken clouds
310,Marsh Harbour,BS,26.5412,-77.0636,80.11,71,0,6.58,clear sky
311,Plettenberg Bay,ZA,-34.0527,23.3716,59.7,64,8,4.97,clear sky
312,Sabang,ID,5.8933,95.3214,82.51,77,100,12.03,overcast clouds
313,Uyemskiy,RU,64.4743,40.8524,53.65,93,40,4.47,scattered clouds
314,Port Moresby,PG,-9.4431,147.1797,78.22,89,20,3.44,few clouds
315,Coari,BR,-4.085,-63.1414,74.39,97,81,1.23,broken clouds
316,Saint George,US,37.1041,-113.5841,96.8,14,0,12.66,clear sky
317,Sibut,CF,5.718,19.0739,70.07,97,90,1.52,moderate rain
318,Gunjur,GM,13.2019,-16.7339,80.67,83,10,9.22,clear sky
319,Mildura,AU,-34.2,142.15,46.08,88,1,15.95,clear sky
320,La Asuncion,VE,11.0333,-63.8628,85.73,70,8,19.57,clear sky
321,Goderich,CA,43.7501,-81.7165,61.12,67,100,5.75,light rain
322,Xacmaz,AZ,41.4635,48.806,68.09,63,0,6.24,clear sky
323,Verkhnyaya Inta,RU,65.9811,60.3094,45.23,54,58,9.01,broken clouds
324,Wiwili,NI,13.6268,-85.8254,75.96,92,100,3.42,overcast clouds
325,Caravelas,BR,-17.7125,-39.2481,69.21,77,58,9.04,broken clouds
326,Padang,ID,-0.9492,100.3543,75.25,83,100,2.64,overcast clouds
327,Talcahuano,CL,-36.7167,-73.1167,55.08,88,100,10.36,overcast clouds
328,Isangel,VU,-19.55,169.2667,78.4,65,17,6.35,few clouds
329,Nampula,MZ,-15.1165,39.2666,66.15,82,0,12.66,clear sky
330,Saint-Pierre,RE,-21.3393,55.4781,69.48,56,20,10.36,few clouds
331,Grindavik,IS,63.8424,-22.4338,46.35,65,75,5.75,broken clouds
332,Itum-Kale,RU,42.7356,45.5758,62.2,79,40,5.77,scattered clouds
333,Hualmay,PE,-11.0964,-77.6139,66.45,80,91,12.88,overcast clouds
334,Yuancheng,CN,36.652,107.7896,68.56,19,100,4.9,overcast clouds
335,Ambad,IN,19.6167,75.8,84.69,51,100,12.3,overcast clouds
336,Elmshorn,DE,53.75,9.65,62.49,87,100,1.99,light rain
337,Cherskiy,RU,68.75,161.3,41.18,61,54,18.52,broken clouds
338,Morondava,MG,-20.2833,44.2833,69.57,77,0,9.31,clear sky
339,Hanko,FI,59.8333,22.95,48.15,70,16,10.71,few clouds
340,Rio Gallegos,AR,-51.6226,-69.2181,48.25,43,75,23.02,broken clouds
341,Vila,PT,42.0304,-8.1588,50.88,88,88,3.38,overcast clouds
342,Adiake,CI,5.2863,-3.304,76.5,88,100,9.26,moderate rain
343,Pingshan,CN,22.9938,114.7131,81.61,85,100,2.37,overcast clouds
344,Mount Gambier,AU,-37.8333,140.7667,46.44,83,76,10.2,light rain
345,Chuy,UY,-33.6971,-53.4616,58.6,89,100,2.73,overcast clouds
346,Mutis,CO,6.2262,-77.4044,78.64,88,100,5.7,moderate rain
