City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Kayerkan,RU,2022-06-04 22:55:13,69.3497,87.7602,24.53,85,100,26.46
271,Havre-Saint-Pierre,CA,2022-06-04 22:55:14,50.2334,-63.5986,59.36,51,0,10.36
272,Aitape,PG,2022-06-04 22:55:14,-3.1374,142.3475,80.19,79,100,3.47
273,Cherskiy,RU,2022-06-04 22:55:15,68.75,161.3,39.36,57,10,16.6
274,Formosa Do Rio Preto,BR,2022-06-04 22:55:15,-11.0483,-45.1931,75.85,41,37,4.03
275,Boa Vista,BR,2022-06-04 22:55:15,2.8197,-60.6733,78.78,78,75,6.91
276,Buenos Aires,AR,2022-06-04 22:55:57,-34.6132,-58.3772,53.33,84,0,6.91
277,Namatanai,PG,2022-06-04 22:56:16,-3.6667,152.4333,83.5,66,92,4.61
278,Tual,ID,2022-06-04 22:56:17,-5.6667,132.75,82.67,73,100,8.88
279,Enterprise,US,2022-06-04 22:56:17,36.0252,-115.2419,94.3,17,87,18.99
280,Tayu,ID,2022-06-04 22:56:18,-6.5397,111.0518,76.55,90,99,6.51
281,Tifton,US,2022-06-04 22:56:18,31.4505,-83.5085,87.73,53,97,8.05
282,Jingdezhen,CN,2022-06-04 22:56:18,29.2947,117.2079,76.06,98,97,3.83
283,Hokitika,NZ,2022-06-04 22:56:19,-42.7167,170.9667,52.3,59,100,8.16
284,Chandbali,IN,2022-06-04 22:56:19,20.7833,86.7667,82.85,86,95,7.0
285,Taber,CA,2022-06-04 22:53:54,49.8167,-112.1518,71.44,49,100,11.5
286,Mangai,CD,2022-06-04 22:56:20,-4.05,19.5333,72.12,63,4,1.41
287,Pangnirtung,CA,2022-06-04 22:56:20,66.1451,-65.7125,40.98,83,82,2.37
288,Mataro,ES,2022-06-04 22:56:21,41.5421,2.4445,73.89,87,4,1.99
289,Gravelbourg,CA,2022-06-04 22:56:21,49.8834,-106.5512,71.87,23,91,11.45
290,Pinotepa Nacional,MX,2022-06-04 22:53:49,16.3167,-98.0167,84.15,64,43,7.18
291,Pevek,RU,2022-06-04 22:56:22,69.7008,170.3133,31.1,95,100,8.95
292,Council Bluffs,US,2022-06-04 22:56:22,41.2619,-95.8608,79.3,55,40,11.5
